Date,Time,TimeStamp,PlantID,Serial Number,CalNumber,Shelter,Side.s,Side,Rep,sRep,LeafSide,Both,gs_mmol.m2.s,Temp_C,RH_leaf,RH_filter
29/06/2018,10:38:46,29/06/2018 10:38:46AM,1E 6 AB,LPS1515,1905305,1,E,East,6,A,Abaxial,1-East,466.6,21.1,44.6,29.7
29/06/2018,10:41:31,29/06/2018 10:41:31AM,1E 6 AA,LPS1515,1905305,1,E,East,6,A,Adaxial,1-East,56.2,23.2,50.8,18.8
29/06/2018,10:43:50,29/06/2018 10:43:50AM,1E 13 AB,LPS1515,1905305,1,E,East,13,A,Abaxial,1-East,400.5,20.3,40,22.1
29/06/2018,10:46:02,29/06/2018 10:46:2AM,1E 13 AA,LPS1515,1905305,1,E,East,13,A,Adaxial,1-East,68.3,20,45.3,32.4
29/06/2018,10:48:52,29/06/2018 10:48:52AM,1E 14 AB,LPS1515,1905305,1,E,East,14,A,Abaxial,1-East,298.5,20.4,37.5,23.5
29/06/2018,10:51:21,29/06/2018 10:51:21AM,1E 14 AA,LPS1515,1905305,1,E,East,14,A,Adaxial,1-East,43.1,20.8,50.7,27.3
29/06/2018,10:54:04,29/06/2018 10:54:4AM,1W 6 AB,LPS1515,1905305,1,W,West,6,A,Abaxial,1-West,446.3,23.8,43.8,19
29/06/2018,10:56:32,29/06/2018 10:56:32AM,1W 6 AA,LPS1515,1905305,1,W,West,6,A,Adaxial,1-West,59.6,21.9,34.4,19
29/06/2018,10:59:57,29/06/2018 10:59:57AM,1W 13 AB,LPS1515,1905305,1,W,West,13,A,Abaxial,1-West,504,20.7,60.4,20.7
29/06/2018,11:03:41,29/06/2018 11:03:41AM,1W 13 AA,LPS1515,1905305,1,W,West,13,A,Adaxial,1-West,60.2,22.6,44.4,16.3
29/06/2018,11:06:47,29/06/2018 11:06:47AM,1W 15 AB,LPS1515,1905305,1,W,West,15,A,Abaxial,1-West,483.3,22.4,36.1,18.5
29/06/2018,11:10:34,29/06/2018 11:10:34AM,1W 15 AA,LPS1515,1905305,1,W,West,15,A,Adaxial,1-West,45.7,20.3,37.9,17.1
29/06/2018,11:12:56,29/06/2018 11:12:56AM,2E 1 AB,LPS1515,1905305,2,E,East,1,A,Abaxial,2-East,263.5,20,54.1,25.7
29/06/2018,11:16:24,29/06/2018 11:16:24AM,2E 1 AA,LPS1515,1905305,2,E,East,1,A,Adaxial,2-East,55.5,22,50.3,30.2
29/06/2018,11:19:27,29/06/2018 11:19:27AM,2E 4 AB,LPS1515,1905305,2,E,East,4,A,Abaxial,2-East,360.6,20.8,55.5,16.9
29/06/2018,11:21:51,29/06/2018 11:21:51AM,2E 4 AA,LPS1515,1905305,2,E,East,4,A,Adaxial,2-East,45.6,21,36.5,29.4
29/06/2018,11:25:07,29/06/2018 11:25:7AM,2E 11 AB,LPS1515,1905305,2,E,East,11,A,Abaxial,2-East,289.8,23.7,46.8,21
29/06/2018,11:28:01,29/06/2018 11:28:1AM,2E 11 AA,LPS1515,1905305,2,E,East,11,A,Adaxial,2-East,54.2,20.7,34.5,16
29/06/2018,11:31:07,29/06/2018 11:31:7AM,2W 1 AB,LPS1515,1905305,2,W,West,1,A,Abaxial,2-West,307.5,22.3,48.8,18.3
29/06/2018,11:34:42,29/06/2018 11:34:42AM,2W 1 AA,LPS1515,1905305,2,W,West,1,A,Adaxial,2-West,42.6,22.6,35.4,32.1
29/06/2018,11:37:35,29/06/2018 11:37:35AM,2W 3 AB,LPS1515,1905305,2,W,West,3,A,Abaxial,2-West,250.5,22.4,38.4,31.4
29/06/2018,11:40:44,29/06/2018 11:40:44AM,2W 3 AA,LPS1515,1905305,2,W,West,3,A,Adaxial,2-West,49.3,22.1,36.2,22
29/06/2018,11:44:16,29/06/2018 11:44:16AM,2W 10 AB,LPS1515,1905305,2,W,West,10,A,Abaxial,2-West,337.6,23.6,45.9,30.6
29/06/2018,11:48:12,29/06/2018 11:48:12AM,2W 10 AA,LPS1515,1905305,2,W,West,10,A,Adaxial,2-West,43.7,22.7,36.1,32.6
29/06/2018,11:51:35,29/06/2018 11:51:35AM,3E 2 AB,LPS1515,1905305,3,E,East,2,A,Abaxial,3-East,258.6,21.5,34.5,28.9
29/06/2018,11:54:11,29/06/2018 11:54:11AM,3E 2 AA,LPS1515,1905305,3,E,East,2,A,Adaxial,3-East,57,21.5,37.8,33.1
29/06/2018,11:57:49,29/06/2018 11:57:49AM,3E 11 AB,LPS1515,1905305,3,E,East,11,A,Abaxial,3-East,422.7,23.6,33.7,33.3
29/06/2018,11:59:57,29/06/2018 11:59:57AM,3E 11 AA,LPS1515,1905305,3,E,East,11,A,Adaxial,3-East,60.9,23.6,38.3,19.9
29/06/2018,12:02:56,29/06/2018 12:02:56PM,3E 15 AB,LPS1515,1905305,3,E,East,15,A,Abaxial,3-East,305.9,23.6,49.3,33.8
29/06/2018,12:06:33,29/06/2018 12:06:33PM,3E 15 AA,LPS1515,1905305,3,E,East,15,A,Adaxial,3-East,49.4,22.9,54.6,15.1
29/06/2018,12:08:47,29/06/2018 12:08:47PM,3W 7 AB,LPS1515,1905305,3,W,West,7,A,Abaxial,3-West,411.2,20,39.2,18.8
29/06/2018,12:11:11,29/06/2018 12:11:11PM,3W 7 AA,LPS1515,1905305,3,W,West,7,A,Adaxial,3-West,46.8,21.9,41.4,16.5
29/06/2018,12:14:17,29/06/2018 12:14:17PM,3W 11 AB,LPS1515,1905305,3,W,West,11,A,Abaxial,3-West,312.3,22.9,31.3,32.7
29/06/2018,12:16:32,29/06/2018 12:16:32PM,3W 11 AA,LPS1515,1905305,3,W,West,11,A,Adaxial,3-West,53.1,21.8,61,25.2
29/06/2018,12:19:14,29/06/2018 12:19:14PM,3W 14 AB,LPS1515,1905305,3,W,West,14,A,Abaxial,3-West,486.8,20.2,64.8,21.3
29/06/2018,12:21:32,29/06/2018 12:21:32PM,3W 14 AA,LPS1515,1905305,3,W,West,14,A,Adaxial,3-West,48.7,22.6,32.5,31
29/06/2018,12:23:48,29/06/2018 12:23:48PM,4E 3 AB,LPS1515,1905305,4,E,East,3,A,Abaxial,4-East,414.3,20.5,62.9,19.6
29/06/2018,12:27:42,29/06/2018 12:27:42PM,4E 3 AA,LPS1515,1905305,4,E,East,3,A,Adaxial,4-East,52,22.1,54.4,26.9
29/06/2018,12:31:24,29/06/2018 12:31:24PM,4E 10 AB,LPS1515,1905305,4,E,East,10,A,Abaxial,4-East,335.8,21.3,36.4,19.6
29/06/2018,12:34:17,29/06/2018 12:34:17PM,4E 10 AA,LPS1515,1905305,4,E,East,10,A,Adaxial,4-East,59.7,20.9,46.3,27.3
29/06/2018,12:36:48,29/06/2018 12:36:48PM,4E 14 AB,LPS1515,1905305,4,E,East,14,A,Abaxial,4-East,252.6,20.8,47.1,22.1
29/06/2018,12:39:53,29/06/2018 12:39:53PM,4E 14 AA,LPS1515,1905305,4,E,East,14,A,Adaxial,4-East,52.5,22.9,59.1,33.4
29/06/2018,12:43:13,29/06/2018 12:43:13PM,4W 1 AB,LPS1515,1905305,4,W,West,1,A,Abaxial,4-West,253.1,22.1,49.4,16.6
29/06/2018,12:45:36,29/06/2018 12:45:36PM,4W 1 AA,LPS1515,1905305,4,W,West,1,A,Adaxial,4-West,44.1,21.8,47.2,30.5
29/06/2018,12:47:42,29/06/2018 12:47:42PM,4W 4 AB,LPS1515,1905305,4,W,West,4,A,Abaxial,4-West,399.5,23.1,47.2,29.7
29/06/2018,12:51:24,29/06/2018 12:51:24PM,4W 4 AA,LPS1515,1905305,4,W,West,4,A,Adaxial,4-West,50.4,23.1,64.4,15.4
29/06/2018,12:54:55,29/06/2018 12:54:55PM,4W 11 AB,LPS1515,1905305,4,W,West,11,A,Abaxial,4-West,326.9,23.4,39.9,24
29/06/2018,12:57:52,29/06/2018 12:57:52PM,4W 11 AA,LPS1515,1905305,4,W,West,11,A,Adaxial,4-West,57.7,20.7,61.8,31.8
29/06/2018,14:01:36,29/06/2018 2:01:36PM,6W 16 AB,LPS1515,1905305,6,W,West,16,A,Abaxial,6-West,538.3,20.9,45.4,22.7
29/06/2018,14:03:41,29/06/2018 2:03:41PM,6W 16 AA,LPS1515,1905305,6,W,West,16,A,Adaxial,6-West,41.7,20.2,63.9,28.7
3/08/2018,13:01:28,3/08/2018 1:01:28PM,1W 15 AA,LPS1515,2506105,1,W,West,15,A,Adaxial,1-West,51.4,26.8,26.1,18.3
3/08/2018,13:04:03,3/08/2018 1:04:3PM,2E 1 AB,LPS1515,2506105,2,E,East,1,A,Abaxial,2-East,284.5,26.2,59,28.9
3/08/2018,13:06:53,3/08/2018 1:06:53PM,2E 1 AA,LPS1515,2506105,2,E,East,1,A,Adaxial,2-East,59.6,29.6,35.6,19.9
3/08/2018,13:10:43,3/08/2018 1:10:43PM,2E 4 AB,LPS1515,2506105,2,E,East,4,A,Abaxial,2-East,523.1,26.6,46.3,11.5
3/08/2018,13:14:33,3/08/2018 1:14:33PM,2E 4 AA,LPS1515,2506105,2,E,East,4,A,Adaxial,2-East,71.5,26.4,37.6,18.2
3/08/2018,13:16:45,3/08/2018 1:16:45PM,2E 11 AB,LPS1515,2506105,2,E,East,11,A,Abaxial,2-East,308.2,29.3,49.2,13.3
3/08/2018,13:19:41,3/08/2018 1:19:41PM,2E 11 AA,LPS1515,2506105,2,E,East,11,A,Adaxial,2-East,52.2,28.6,21.5,24.8
3/08/2018,13:23:33,3/08/2018 1:23:33PM,2W 1 AB,LPS1515,2506105,2,W,West,1,A,Abaxial,2-West,409.5,28.4,57.6,12.6
3/08/2018,13:25:35,3/08/2018 1:25:35PM,2W 1 AA,LPS1515,2506105,2,W,West,1,A,Adaxial,2-West,50.4,27.3,17.8,18.4
3/08/2018,13:28:40,3/08/2018 1:28:40PM,2W 3 AB,LPS1515,2506105,2,W,West,3,A,Abaxial,2-West,259.9,27.5,20.4,19.8
3/08/2018,13:31:57,3/08/2018 1:31:57PM,2W 3 AA,LPS1515,2506105,2,W,West,3,A,Adaxial,2-West,52.6,29.9,40.7,26.5
3/08/2018,13:34:19,3/08/2018 1:34:19PM,2W 10 AB,LPS1515,2506105,2,W,West,10,A,Abaxial,2-West,140.1,28.9,51.8,30
3/08/2018,13:37:21,3/08/2018 1:37:21PM,2W 10 AA,LPS1515,2506105,2,W,West,10,A,Adaxial,2-West,41.6,27.7,48.3,28.5
3/08/2018,13:41:13,3/08/2018 1:41:13PM,3E 2 AB,LPS1515,2506105,3,E,East,2,A,Abaxial,3-East,247.3,28.5,44.4,25.9
3/08/2018,13:45:02,3/08/2018 1:45:2PM,3E 2 AA,LPS1515,2506105,3,E,East,2,A,Adaxial,3-East,50.4,29.8,46.9,10.5
3/08/2018,13:48:17,3/08/2018 1:48:17PM,3E 11 AB,LPS1515,2506105,3,E,East,11,A,Abaxial,3-East,443.2,26.2,27.8,17.8
3/08/2018,13:51:42,3/08/2018 1:51:42PM,3E 11 AA,LPS1515,2506105,3,E,East,11,A,Adaxial,3-East,56.3,29.3,30.1,19
3/08/2018,13:54:58,3/08/2018 1:54:58PM,3E 15 AB,LPS1515,2506105,3,E,East,15,A,Abaxial,3-East,383.4,26.7,38.4,18.5
3/08/2018,13:57:15,3/08/2018 1:57:15PM,3E 15 AA,LPS1515,2506105,3,E,East,15,A,Adaxial,3-East,42.2,28.3,39.2,9.2
3/08/2018,13:59:17,3/08/2018 1:59:17PM,3W 7 AB,LPS1515,2506105,3,W,West,7,A,Abaxial,3-West,232.2,27.4,57.7,28
3/08/2018,12:27:02,3/08/2018 12:27:2PM,1E 6 AB,LPS1515,2506105,1,E,East,6,A,Abaxial,1-East,263.2,26,54.4,15.2
3/08/2018,12:31:00,3/08/2018 12:31:0PM,1E 6 AA,LPS1515,2506105,1,E,East,6,A,Adaxial,1-East,56.3,26.7,38.1,20.7
3/08/2018,12:34:09,3/08/2018 12:34:9PM,1E 13 AB,LPS1515,2506105,1,E,East,13,A,Abaxial,1-East,384.9,27.1,50.3,21.8
3/08/2018,12:36:27,3/08/2018 12:36:27PM,1E 13 AA,LPS1515,2506105,1,E,East,13,A,Adaxial,1-East,56.8,29.2,48.4,29.1
3/08/2018,12:38:50,3/08/2018 12:38:50PM,1E 14 AB,LPS1515,2506105,1,E,East,14,A,Abaxial,1-East,462.3,26.6,36.8,19.7
3/08/2018,12:40:52,3/08/2018 12:40:52PM,1E 14 AA,LPS1515,2506105,1,E,East,14,A,Adaxial,1-East,47.5,27,34.2,27.7
3/08/2018,12:44:23,3/08/2018 12:44:23PM,1W 6 AB,LPS1515,2506105,1,W,West,6,A,Abaxial,1-West,445.7,26.4,26.4,26.4
3/08/2018,12:48:04,3/08/2018 12:48:4PM,1W 6 AA,LPS1515,2506105,1,W,West,6,A,Adaxial,1-West,60.4,26.4,58.9,24.3
3/08/2018,12:51:15,3/08/2018 12:51:15PM,1W 13 AB,LPS1515,2506105,1,W,West,13,A,Abaxial,1-West,174.4,26,38.6,18.3
3/08/2018,12:54:12,3/08/2018 12:54:12PM,1W 13 AA,LPS1515,2506105,1,W,West,13,A,Adaxial,1-West,40.9,28.5,18.4,19.3
3/08/2018,12:57:57,3/08/2018 12:57:57PM,1W 15 AB,LPS1515,2506105,1,W,West,15,A,Abaxial,1-West,335.9,28.3,50.4,29.9
3/08/2018,14:02:14,3/08/2018 2:02:14PM,3W 7 AA,LPS1515,2506105,3,W,West,7,A,Adaxial,3-West,45.6,27.7,33.6,9.8
3/08/2018,14:05:35,3/08/2018 2:05:35PM,3W 11 AB,LPS1515,2506105,3,W,West,11,A,Abaxial,3-West,174.2,28.5,20.1,25.7
3/08/2018,14:09:25,3/08/2018 2:09:25PM,3W 11 AA,LPS1515,2506105,3,W,West,11,A,Adaxial,3-West,45.3,28.6,25.4,25.9
3/08/2018,14:13:14,3/08/2018 2:13:14PM,3W 14 AB,LPS1515,2506105,3,W,West,14,A,Abaxial,3-West,174,29.5,51.5,24.8
3/08/2018,14:16:17,3/08/2018 2:16:17PM,3W 14 AA,LPS1515,2506105,3,W,West,14,A,Adaxial,3-West,42.1,26,57.3,28.9
3/08/2018,14:19:05,3/08/2018 2:19:5PM,4E 3 AB,LPS1515,2506105,4,E,East,3,A,Abaxial,4-East,184.8,28.1,38.5,27.7
3/08/2018,14:21:50,3/08/2018 2:21:50PM,4E 3 AA,LPS1515,2506105,4,E,East,3,A,Adaxial,4-East,46.7,28.2,43.5,12.3
3/08/2018,14:24:30,3/08/2018 2:24:30PM,4E 10 AB,LPS1515,2506105,4,E,East,10,A,Abaxial,4-East,278.8,27.2,58.4,17.2
3/08/2018,14:28:21,3/08/2018 2:28:21PM,4E 10 AA,LPS1515,2506105,4,E,East,10,A,Adaxial,4-East,55.6,27.3,49,16.3
3/08/2018,14:32:02,3/08/2018 2:32:2PM,4E 14 AB,LPS1515,2506105,4,E,East,14,A,Abaxial,4-East,281.5,28.1,61.8,29.2
3/08/2018,14:35:58,3/08/2018 2:35:58PM,4E 14 AA,LPS1515,2506105,4,E,East,14,A,Adaxial,4-East,49.4,26.4,18,13.9
3/08/2018,14:38:51,3/08/2018 2:38:51PM,4W 1 AB,LPS1515,2506105,4,W,West,1,A,Abaxial,4-West,171.3,28.5,53,28.3
3/08/2018,14:41:37,3/08/2018 2:41:37PM,4W 1 AA,LPS1515,2506105,4,W,West,1,A,Adaxial,4-West,54.3,27.3,51.4,27.7
3/08/2018,14:45:20,3/08/2018 2:45:20PM,4W 4 AB,LPS1515,2506105,4,W,West,4,A,Abaxial,4-West,237.3,26.8,22.6,16.7
3/08/2018,14:48:56,3/08/2018 2:48:56PM,4W 4 AA,LPS1515,2506105,4,W,West,4,A,Adaxial,4-West,53.1,27.3,34.7,25.1
3/08/2018,14:51:53,3/08/2018 2:51:53PM,4W 11 AB,LPS1515,2506105,4,W,West,11,A,Abaxial,4-West,300.3,27.9,17.7,23.7
3/08/2018,14:54:52,3/08/2018 2:54:52PM,4W 11 AA,LPS1515,2506105,4,W,West,11,A,Adaxial,4-West,51.9,26.9,41.2,30.5
3/08/2018,14:58:07,3/08/2018 2:58:7PM,5E 1 AB,LPS1515,2506105,5,E,East,1,A,Abaxial,5-East,243,26.5,56.8,24.3
3/08/2018,15:01:45,3/08/2018 3:01:45PM,5E 1 AA,LPS1515,2506105,5,E,East,1,A,Adaxial,5-East,53.5,27.4,36.1,28.3
3/08/2018,15:05:37,3/08/2018 3:05:37PM,5E 5 AB,LPS1515,2506105,5,E,East,5,A,Abaxial,5-East,228.2,28.8,41.7,29.4
3/08/2018,15:09:17,3/08/2018 3:09:17PM,5E 5 AA,LPS1515,2506105,5,E,East,5,A,Adaxial,5-East,40.1,29.8,31.1,13.5
3/08/2018,15:12:43,3/08/2018 3:12:43PM,5W 2 AB,LPS1515,2506105,5,W,West,2,A,Abaxial,5-West,188.5,28.2,35.3,31.2
3/08/2018,15:16:04,3/08/2018 3:16:4PM,5W 2 AA,LPS1515,2506105,5,W,West,2,A,Adaxial,5-West,42.3,27.2,46.9,20.3
3/08/2018,15:18:37,3/08/2018 3:18:37PM,5W 6 AB,LPS1515,2506105,5,W,West,6,A,Abaxial,5-West,316.5,27.3,41.7,30.9
3/08/2018,15:21:06,3/08/2018 3:21:6PM,5W 6 AA,LPS1515,2506105,5,W,West,6,A,Adaxial,5-West,55.3,29.7,30.5,28.8
3/08/2018,15:23:39,3/08/2018 3:23:39PM,5W 7 AB,LPS1515,2506105,5,W,West,7,A,Abaxial,5-West,304.6,28.7,60.4,22.8
3/08/2018,15:27:23,3/08/2018 3:27:23PM,5W 7 AA,LPS1515,2506105,5,W,West,7,A,Adaxial,5-West,47.9,28,19.4,13.6
3/08/2018,15:29:30,3/08/2018 3:29:30PM,6E 2 AB,LPS1515,2506105,6,E,East,2,A,Abaxial,6-East,336.8,28.7,27.3,31.7
3/08/2018,15:32:34,3/08/2018 3:32:34PM,6E 2 AA,LPS1515,2506105,6,E,East,2,A,Adaxial,6-East,56.6,27.3,32.7,18.8
3/08/2018,15:35:40,3/08/2018 3:35:40PM,6E 4 AB,LPS1515,2506105,6,E,East,4,A,Abaxial,6-East,181.1,26.1,22.3,28.7
3/08/2018,15:38:24,3/08/2018 3:38:24PM,6E 4 AA,LPS1515,2506105,6,E,East,4,A,Adaxial,6-East,46.7,28.3,61.9,27.8
3/08/2018,15:40:28,3/08/2018 3:40:28PM,6E 7 AB,LPS1515,2506105,6,E,East,7,A,Abaxial,6-East,299.7,27.6,53.8,29.8
3/08/2018,15:42:37,3/08/2018 3:42:37PM,6E 7 AA,LPS1515,2506105,6,E,East,7,A,Adaxial,6-East,46.5,27.3,44.4,25.3
3/08/2018,15:46:30,3/08/2018 3:46:30PM,6W 1 AB,LPS1515,2506105,6,W,West,1,A,Abaxial,6-West,249.5,28.7,27.3,19.7
3/08/2018,15:50:06,3/08/2018 3:50:6PM,6W 1 AA,LPS1515,2506105,6,W,West,1,A,Adaxial,6-West,45.2,29.5,51.5,15.3
3/08/2018,15:53:25,3/08/2018 3:53:25PM,6W 13 AB,LPS1515,2506105,6,W,West,13,A,Abaxial,6-West,209.7,29.9,44.3,15.4
3/08/2018,15:56:55,3/08/2018 3:56:55PM,6W 13 AA,LPS1515,2506105,6,W,West,13,A,Adaxial,6-West,55.5,28.4,50.8,24.7
3/08/2018,15:59:23,3/08/2018 3:59:23PM,6W 16 AB,LPS1515,2506105,6,W,West,16,A,Abaxial,6-West,190,28.5,59.8,23.4
3/08/2018,16:02:07,3/08/2018 4:02:7PM,6W 16 AA,LPS1515,2506105,6,W,West,16,A,Adaxial,6-West,43.9,27.2,35.3,27.4
30/08/2018,13:02:41,30/08/2018 1:02:41PM,4E 10 AB,LPS1515,2305906,4,E,East,10,A,Abaxial,4-East,127.4,22.1,27.7,28.2
30/08/2018,13:06:00,30/08/2018 1:06:0PM,4E 10 AA,LPS1515,2305906,4,E,East,10,A,Adaxial,4-East,53.7,25.3,53.2,26.3
30/08/2018,13:09:37,30/08/2018 1:09:37PM,4E 14 AB,LPS1515,2305906,4,E,East,14,A,Abaxial,4-East,152.3,23.4,24.2,21.9
30/08/2018,13:12:51,30/08/2018 1:12:51PM,4E 14 AA,LPS1515,2305906,4,E,East,14,A,Adaxial,4-East,60.8,25.5,49.9,18.2
30/08/2018,13:15:00,30/08/2018 1:15:0PM,4W 1 AB,LPS1515,2305906,4,W,West,1,A,Abaxial,4-West,20.7,26.9,27.6,8.9
30/08/2018,13:18:09,30/08/2018 1:18:9PM,4W 1 AA,LPS1515,2305906,4,W,West,1,A,Adaxial,4-West,19.7,26.4,50.9,21.3
30/08/2018,13:20:11,30/08/2018 1:20:11PM,4W 4 AB,LPS1515,2305906,4,W,West,4,A,Abaxial,4-West,198,23.5,27.6,17.3
30/08/2018,13:23:33,30/08/2018 1:23:33PM,4W 4 AA,LPS1515,2305906,4,W,West,4,A,Adaxial,4-West,57.8,24.8,42.5,17.1
30/08/2018,13:25:58,30/08/2018 1:25:58PM,4W 11 AB,LPS1515,2305906,4,W,West,11,A,Abaxial,4-West,111,24.5,52.4,13.3
30/08/2018,13:28:35,30/08/2018 1:28:35PM,4W 11 AA,LPS1515,2305906,4,W,West,11,A,Adaxial,4-West,40.3,24.8,46.1,29.5
30/08/2018,13:30:42,30/08/2018 1:30:42PM,5E 1 AB,LPS1515,2305906,5,E,East,1,A,Abaxial,5-East,86.7,26.1,26.9,13.4
30/08/2018,13:34:20,30/08/2018 1:34:20PM,5E 1 AA,LPS1515,2305906,5,E,East,1,A,Adaxial,5-East,57.6,25.9,54.5,10.4
30/08/2018,13:36:53,30/08/2018 1:36:53PM,5E 5 AB,LPS1515,2305906,5,E,East,5,A,Abaxial,5-East,197,25.2,56.5,17.4
30/08/2018,13:40:39,30/08/2018 1:40:39PM,5E 5 AA,LPS1515,2305906,5,E,East,5,A,Adaxial,5-East,56.6,25,21.5,16.7
30/08/2018,13:42:56,30/08/2018 1:42:56PM,5W 2 AB,LPS1515,2305906,5,W,West,2,A,Abaxial,5-West,24.4,24.1,35.4,14.8
30/08/2018,13:46:23,30/08/2018 1:46:23PM,5W 2 AA,LPS1515,2305906,5,W,West,2,A,Adaxial,5-West,17.4,26,46.8,15.1
30/08/2018,13:49:19,30/08/2018 1:49:19PM,5W 6 AB,LPS1515,2305906,5,W,West,6,A,Abaxial,5-West,183.4,23.3,48.8,24.8
30/08/2018,13:51:38,30/08/2018 1:51:38PM,5W 6 AA,LPS1515,2305906,5,W,West,6,A,Adaxial,5-West,43.4,22.4,46.3,30.3
30/08/2018,13:55:23,30/08/2018 1:55:23PM,5W 7 AB,LPS1515,2305906,5,W,West,7,A,Abaxial,5-West,134.5,26.3,57.7,29.9
30/08/2018,13:58:51,30/08/2018 1:58:51PM,5W 7 AA,LPS1515,2305906,5,W,West,7,A,Adaxial,5-West,59.6,25.3,60.6,28
30/08/2018,11:10:21,30/08/2018 11:10:21AM,1E 6 AB,LPS1515,2305906,1,E,East,6,A,Abaxial,1-East,364.1,25.6,36.6,9
30/08/2018,11:12:57,30/08/2018 11:12:57AM,1E 6 AA,LPS1515,2305906,1,E,East,6,A,Adaxial,1-East,55,23.2,60.8,17.4
30/08/2018,11:16:50,30/08/2018 11:16:50AM,1E 13 AB,LPS1515,2305906,1,E,East,13,A,Abaxial,1-East,253.4,22.3,34.1,18.7
30/08/2018,11:19:06,30/08/2018 11:19:6AM,1E 13 AA,LPS1515,2305906,1,E,East,13,A,Adaxial,1-East,63.4,26.6,54,8
30/08/2018,11:22:06,30/08/2018 11:22:6AM,1E 14 AB,LPS1515,2305906,1,E,East,14,A,Abaxial,1-East,311.7,21.3,59.9,9.5
30/08/2018,11:26:05,30/08/2018 11:26:5AM,1E 14 AA,LPS1515,2305906,1,E,East,14,A,Adaxial,1-East,56.2,25.9,56.7,25.4
30/08/2018,11:28:33,30/08/2018 11:28:33AM,1W 6 AB,LPS1515,2305906,1,W,West,6,A,Abaxial,1-West,149.5,22.6,45.3,22.7
30/08/2018,11:31:57,30/08/2018 11:31:57AM,1W 6 AA,LPS1515,2305906,1,W,West,6,A,Adaxial,1-West,59.1,26.2,60.7,20.3
30/08/2018,11:35:10,30/08/2018 11:35:10AM,1W 13 AB,LPS1515,2305906,1,W,West,13,A,Abaxial,1-West,21.4,24.9,48.8,22
30/08/2018,11:37:13,30/08/2018 11:37:13AM,1W 13 AA,LPS1515,2305906,1,W,West,13,A,Adaxial,1-West,26.3,22.8,43.2,29.3
30/08/2018,11:40:16,30/08/2018 11:40:16AM,1W 15 AB,LPS1515,2305906,1,W,West,15,A,Abaxial,1-West,98.6,25.6,36,13.4
30/08/2018,11:43:17,30/08/2018 11:43:17AM,1W 15 AA,LPS1515,2305906,1,W,West,15,A,Adaxial,1-West,52.8,22.9,23.7,26.5
30/08/2018,11:47:15,30/08/2018 11:47:15AM,2E 1 AB,LPS1515,2305906,2,E,East,1,A,Abaxial,2-East,404.6,21.9,33.1,28.8
30/08/2018,11:49:33,30/08/2018 11:49:33AM,2E 1 AA,LPS1515,2305906,2,E,East,1,A,Adaxial,2-East,56.6,26.1,43.1,8.6
30/08/2018,11:53:19,30/08/2018 11:53:19AM,2E 4 AB,LPS1515,2305906,2,E,East,4,A,Abaxial,2-East,505.4,23,42.6,30.4
30/08/2018,11:56:17,30/08/2018 11:56:17AM,2E 4 AA,LPS1515,2305906,2,E,East,4,A,Adaxial,2-East,49.9,24.8,60.1,29.9
30/08/2018,11:58:34,30/08/2018 11:58:34AM,2E 11 AB,LPS1515,2305906,2,E,East,11,A,Abaxial,2-East,436.5,24,43.7,8.4
30/08/2018,12:00:35,30/08/2018 12:00:35PM,2E 11 AA,LPS1515,2305906,2,E,East,11,A,Adaxial,2-East,48.7,24.6,42.5,17.5
30/08/2018,12:02:53,30/08/2018 12:02:53PM,2W 1 AB,LPS1515,2305906,2,W,West,1,A,Abaxial,2-West,109.8,21.3,20.6,24
30/08/2018,12:05:18,30/08/2018 12:05:18PM,2W 1 AA,LPS1515,2305906,2,W,West,1,A,Adaxial,2-West,44.8,24.7,55.9,11.6
30/08/2018,12:07:39,30/08/2018 12:07:39PM,2W 3 AB,LPS1515,2305906,2,W,West,3,A,Abaxial,2-West,203.2,24.3,56.1,9.6
30/08/2018,12:11:36,30/08/2018 12:11:36PM,2W 3 AA,LPS1515,2305906,2,W,West,3,A,Adaxial,2-West,53.9,21.3,57.7,28.7
30/08/2018,12:13:52,30/08/2018 12:13:52PM,2W 10 AB,LPS1515,2305906,2,W,West,10,A,Abaxial,2-West,25.3,22.3,25.1,20.6
30/08/2018,12:16:55,30/08/2018 12:16:55PM,2W 10 AA,LPS1515,2305906,2,W,West,10,A,Adaxial,2-West,16.4,22.2,55.7,16
30/08/2018,12:20:05,30/08/2018 12:20:5PM,3E 2 AB,LPS1515,2305906,3,E,East,2,A,Abaxial,3-East,207.8,21.6,53.9,10.3
30/08/2018,12:24:01,30/08/2018 12:24:1PM,3E 2 AA,LPS1515,2305906,3,E,East,2,A,Adaxial,3-East,45.6,26.1,43.2,20.3
30/08/2018,12:26:16,30/08/2018 12:26:16PM,3E 11 AB,LPS1515,2305906,3,E,East,11,A,Abaxial,3-East,258.9,24.8,49.9,9.2
30/08/2018,12:29:13,30/08/2018 12:29:13PM,3E 11 AA,LPS1515,2305906,3,E,East,11,A,Adaxial,3-East,60.8,22.9,37.4,24.1
30/08/2018,12:32:21,30/08/2018 12:32:21PM,3E 15 AB,LPS1515,2305906,3,E,East,15,A,Abaxial,3-East,369.2,22.6,41.5,20.2
30/08/2018,12:34:38,30/08/2018 12:34:38PM,3E 15 AA,LPS1515,2305906,3,E,East,15,A,Adaxial,3-East,47,21.9,46.5,18.1
